3.13476,0.232453,-1.58159
3.13482,0.224703,-1.58138
3.13522,0.214187,-1.58065
3.13585,0.201816,-1.5798
3.1376,0.174547,-1.578
3.13979,0.146013,-1.57617
3.14101,0.131597,-1.57526
3.14231,0.117139,-1.57436
3.1451,0.0881477,-1.5726
3.14655,0.073627,-1.57174
3.14803,0.059093,-1.5709
3.15101,0.0299941,-1.56925
3.15251,0.0154297,-1.56845
3.15402,0.000855456,-1.56765
3.15704,-0.0283212,-1.5661
3.15985,-0.0575614,-1.56458
3.16112,-0.0722116,-1.56383
3.16233,-0.0868797,-1.5631
3.16349,-0.101561,-1.56237
3.16577,-0.130955,-1.56095
3.168,-0.160388,-1.55956
3.16909,-0.175119,-1.55888
3.17016,-0.18986,-1.55821
3.17224,-0.219371,-1.55689
3.17424,-0.248921,-1.55561
3.17522,-0.263727,-1.555
3.17618,-0.278578,-1.55444
3.17795,-0.308364,-1.5534
3.17873,-0.323285,-1.5529
3.17947,-0.338218,-1.55241
3.18086,-0.368109,-1.55145
3.18153,-0.383063,-1.55097
3.18281,-0.412991,-1.55004
3.18398,-0.442945,-1.54913
3.18451,-0.457933,-1.54868
3.18502,-0.472918,-1.54822
3.18594,-0.502862,-1.54727
3.18675,-0.532813,-1.54632
3.18709,-0.547799,-1.54585
3.18735,-0.562796,-1.54539
3.18771,-0.592818,-1.54448
3.18784,-0.607843,-1.54404
3.18805,-0.637917,-1.54318
3.18814,-0.652966,-1.54279
3.18827,-0.683114,-1.54219
3.18831,-0.698214,-1.542
3.18834,-0.713324,-1.54188
3.18835,-0.743438,-1.54182
3.18835,-0.758289,-1.54182
3.18835,-0.78779,-1.54182
3.18835,-0.802413,-1.54182
3.18835,-0.816926,-1.54182
3.18835,-0.845796,-1.54182
3.18835,-0.874568,-1.54182
3.18835,-0.888932,-1.54182
3.18835,-0.903288,-1.54182
3.18835,-0.931973,-1.54182
3.18835,-0.946304,-1.54182
3.18835,-0.960628,-1.54182
3.18835,-0.989255,-1.54182
3.18835,-1.00356,-1.54182
3.18835,-1.01785,-1.54182
3.18835,-1.04642,-1.54182
3.18835,-1.07496,-1.54182
3.18835,-1.08921,-1.54182
3.18835,-1.10346,-1.54182
3.18835,-1.13193,-1.54182
3.18835,-1.14614,-1.54182
3.18835,-1.17455,-1.54182
3.18835,-1.20291,-1.54182
3.18833,-1.21707,-1.54174
3.18828,-1.23122,-1.54149
3.18818,-1.24536,-1.54105
3.18788,-1.27364,-1.53966
3.18764,-1.28779,-1.53862
3.18688,-1.31611,-1.53584
3.18635,-1.3303,-1.53447
3.18576,-1.34453,-1.53315
3.18441,-1.3731,-1.53065
3.18366,-1.38744,-1.52947
3.18206,-1.41623,-1.52726
3.18122,-1.43068,-1.52623
3.17946,-1.45969,-1.5243
3.17761,-1.48884,-1.52253
3.17665,-1.50346,-1.5217
3.1747,-1.53279,-1.52016
3.1737,-1.5475,-1.51945
3.17269,-1.56224,-1.51876
3.17167,-1.577,-1.51811
3.1696,-1.60659,-1.51689
3.16854,-1.62142,-1.51632
3.16639,-1.65115,-1.51527
3.1653,-1.66604,-1.51478
3.16309,-1.69588,-1.51386
3.16196,-1.71083,-1.51343
3.15968,-1.74077,-1.51265
3.15735,-1.77077,-1.51194
3.15617,-1.78579,-1.51161
3.15498,-1.80083,-1.5113
3.15258,-1.83095,-1.51073
3.15136,-1.84603,-1.51047
3.15013,-1.86112,-1.51022
3.14764,-1.89133,-1.50978
3.14637,-1.90645,-1.50957
3.1438,-1.93672,-1.50921
3.14249,-1.95187,-1.50904
3.14117,-1.96702,-1.50889
3.13848,-1.99736,-1.50862
3.13574,-2.02774,-1.5084
3.13434,-2.04293,-1.5083
3.13294,-2.05814,-1.50822
3.13011,-2.08857,-1.50808
3.12868,-2.1038,-1.50802
3.12723,-2.11903,-1.50798
3.12432,-2.14952,-1.50792
3.12286,-2.16478,-1.5079
3.12,-2.19531,-1.5079
3.11859,-2.21058,-1.50791
3.11583,-2.2411,-1.50795
3.11448,-2.25636,-1.50798
3.11186,-2.28687,-1.50806
3.11066,-2.30213,-1.50811
3.10951,-2.3174,-1.50817
3.10841,-2.33266,-1.50822
3.10628,-2.36321,-1.50834
3.10421,-2.39375,-1.50846
3.1032,-2.40903,-1.50852
3.10222,-2.42431,-1.50858
3.10031,-2.45488,-1.5087
3.09845,-2.48546,-1.50881
3.09753,-2.50075,-1.50886
3.09661,-2.51605,-1.50891
3.0948,-2.54665,-1.509
3.09308,-2.57727,-1.50909
3.09224,-2.59258,-1.50912
3.09139,-2.6079,-1.50916
3.08967,-2.63854,-1.50921
3.08881,-2.65387,-1.50924
3.08796,-2.66919,-1.50926
