0.0332063,0.0029079,-0.00214246
0.127857,0.0125111,-0.00825844
0.156859,0.0157239,-0.0100151
0.162597,0.016564,-0.0103235
0.17924,0.0212844,-0.0108976
0.181005,0.0227401,-0.0109037
0.181849,0.0240237,-0.0107972
0.182357,0.025682,-0.0105483
0.182597,0.0264414,-0.010331
0.182822,0.0272345,-0.0100432
0.182874,0.0273166,-0.0099823
0.183106,0.0279427,-0.009643
0.183255,0.0283046,-0.00941403
0.183292,0.0283238,-0.00936978
0.183579,0.0281049,-0.00907585
0.183886,0.0266537,-0.00896645
0.184203,0.0256255,-0.00877237
0.184372,0.0251949,-0.00864829
0.184432,0.0250617,-0.00860157
0.18471,0.025061,-0.00828338
0.184826,0.0249678,-0.00816384
0.184993,0.0248648,-0.00798642
0.18504,0.0247687,-0.0079479
0.185314,0.0244834,-0.00767475
0.185448,0.0243355,-0.00754244
0.18619,0.0242987,-0.0066922
0.186621,0.0238433,-0.00626134
0.187007,0.0225542,-0.00599814
0.18723,0.0219145,-0.00582979
0.187272,0.0217365,-0.00580631
0.187446,0.0214516,-0.00564458
0.187467,0.0213786,-0.00562936
0.187645,0.0209584,-0.00547822
0.187773,0.0204685,-0.00539218
0.187783,0.02005,-0.00543296
0.187716,0.0198978,-0.00552891
0.187655,0.0191957,-0.00568351
0.187737,0.0189057,-0.00562336
0.187934,0.017741,-0.00552331
0.187987,0.0173968,-0.00549886
0.188312,0.0162746,-0.00524042
0.188355,0.0161701,-0.00520234
0.188569,0.0161254,-0.00495946
0.188779,0.0159261,-0.0047359
0.189143,0.0155661,-0.00434801
0.189341,0.0152044,-0.00415321
0.189369,0.0150887,-0.00413111
0.18619,0.0142114,-0.00789679
0.185164,0.0138119,-0.00912099
0.183865,0.0123503,-0.0107446
0.1823,0.0115925,-0.0126197
0.181978,0.0114589,-0.0130036
0.180852,0.0114618,-0.014313
0.180644,0.0116215,-0.0145422
0.18048,0.0117833,-0.0147217
0.180311,0.0115455,-0.0149348
0.180214,0.0113119,-0.0150653
0.180089,0.0108975,-0.01524
0.180059,0.0107853,-0.0152826
0.179885,0.00997479,-0.015539
0.179756,0.00927676,-0.0157316
0.179734,0.00913055,-0.0157659
0.179611,0.00596382,-0.0160494
0.179512,0.00401961,-0.0162299
0.179402,0.00297552,-0.0163849
0.179342,0.00243739,-0.0164668
0.179104,0.00107355,-0.0167627
0.179068,0.000832912,-0.0168058
0.178802,-0.00101813,-0.0171128
0.178632,-0.00216911,-0.0172997
0.178442,-0.0033758,-0.0174977
0.178348,-0.00422472,-0.0175861
0.178329,-0.00444283,-0.0176033
0.178461,-0.00622891,-0.0173815
0.178667,-0.00796688,-0.0170561
0.179083,-0.00953654,-0.0164863
0.179655,-0.0101105,-0.0157862
0.179962,-0.0106314,-0.0153969
0.181169,-0.0112675,-0.0139516
0.181337,-0.0114281,-0.0137443
0.182521,-0.0117397,-0.0123449
0.182828,-0.011945,-0.0119731
0.183887,-0.0120528,-0.0107343
0.184499,-0.012218,-0.0100106
0.185136,-0.0122538,-0.00926707
0.185537,-0.0122403,-0.00880276
0.185944,-0.0122342,-0.00833156
0.186489,-0.012205,-0.0077003
0.186583,-0.0122274,-0.00759027
0.187296,-0.0122255,-0.00676143
0.187392,-0.0122668,-0.00664725
0.188091,-0.0123105,-0.00583236
0.188172,-0.012344,-0.0057357
0.188733,-0.0124069,-0.00507939
0.188814,-0.012452,-0.00498126
0.189374,-0.0125728,-0.00432269
0.189604,-0.0126756,-0.00404753
0.189897,-0.0126806,-0.00370817
0.189964,-0.0127082,-0.00362906
0.190411,-0.0128371,-0.00310052
0.190593,-0.0129654,-0.00287985
0.190637,-0.0129916,-0.00282675
0.190971,-0.0132422,-0.00241984
0.191128,-0.0133961,-0.00222533
0.191325,-0.013576,-0.00198264
0.191459,-0.0137141,-0.00181589
0.191499,-0.0137641,-0.00176506
0.19181,-0.014183,-0.00136964
0.191925,-0.0143455,-0.00122306
0.192096,-0.0145015,-0.00101274
0.192161,-0.0145533,-0.000933217
0.192389,-0.0148385,-0.000643869
0.192501,-0.0150073,-0.000499687
0.192529,-0.0150307,-0.000464777
0.19277,-0.0150112,-0.000188085
0.192808,-0.0149559,-0.000148998
0.192822,-0.0144889,0.000108547
0.192779,-0.0142317,0.000216242
0.192707,-0.0138873,0.000348278
0.192627,-0.0135689,0.000474889
0.192625,-0.0126465,0.000549882
0.192627,-0.0114234,0.000638383
0.192623,-0.0108598,0.000681843
0.192625,-0.0106894,0.00069132
0.192627,-0.0102204,0.000720799
0.192643,-0.00993098,0.000721013
0.192674,-0.00951005,0.000709398
0.192682,-0.00940918,0.000705838
0.192738,-0.00900608,0.000663704
0.192775,-0.00885457,0.000629331
0.192814,-0.00881612,0.000586209
0.192823,-0.008801,0.000576611
0.192907,-0.00823367,0.000507658
0.192959,-0.00796151,0.000461618
0.192995,-0.00797034,0.00041932
0.193043,-0.00813628,0.000356131
0.193075,-0.00820459,0.000315967
0.193128,-0.00806179,0.000261064
0.19314,-0.00799507,0.00024961
0.193246,-0.00741665,0.00015308
0.193292,-0.00714874,0.000111354
0.193353,-0.00679856,4.18621e-05
0.193361,-0.00670842,2.59451e-05
0.193346,-0.00488183,-0.000113427
0.1933,-0.00409245,-0.000196397
0.193235,-0.00359321,-0.00028705
0.193098,-0.00356858,-0.000449955
0.19295,-0.00391486,-0.000615116
0.192792,-0.00425318,-0.000790548
0.192695,-0.00446368,-0.000898191
0.192565,-0.00473006,-0.00104161
0.192476,-0.00492395,-0.00113875
0.192455,-0.00496359,-0.00116186
0.192308,-0.00520641,-0.00132432
0.192253,-0.00425689,-0.00141318
0.192177,-0.00330522,-0.00152252
0.192163,-0.00311051,-0.00154326
0.191984,-0.00244105,-0.00176294
0.191955,-0.00237462,-0.00179853
